Unnamed: 0,URL,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,Latitude,Longitude
702,https://en.wikipedia.org/wiki/David_Ospina,176550,D. Ospina,29,https://cdn.sofifa.org/players/4/19/176550.png,Colombia,https://cdn.sofifa.org/flags/56.png,79,81,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€11M,€54K,1584,Right,2,3,2,Medium/ High,Lean,No,CB,19,9-Jul-17,,2021,6'4,192lbs,49+2,49+2,49+2,48+2,47+2,47+2,47+2,48+2,48+2,48+2,48+2,51+2,54+2,54+2,54+2,51+2,67+2,69+2,69+2,69+2,67+2,70+2,77+2,77+2,77+2,70+2,45,22,79,59,28,49,29,23,59,61,62,68,49,71,58,39,67,67,86,29,78,80,29,31,26,70,79,80,79,12,9,5,11,15,€19.5M,,
781,https://en.wikipedia.org/wiki/Nemanja_Maksimovi%C4%87,215466,N. Maksimović,26,https://cdn.sofifa.org/players/4/19/215466.png,Serbia,https://cdn.sofifa.org/flags/51.png,78,78,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€8.5M,€57K,1866,Right,2,3,2,Medium/ Medium,Lean,Yes,CB,21,30-Jul-15,,2022,6'0,165lbs,63+2,63+2,63+2,58+2,60+2,60+2,60+2,58+2,59+2,59+2,59+2,59+2,64+2,64+2,64+2,59+2,69+2,73+2,73+2,73+2,69+2,71+2,76+2,76+2,76+2,71+2,46,56,73,68,70,59,46,25,70,66,66,67,57,74,72,82,73,66,72,72,76,79,36,46,51,69,83,82,78,7,11,10,14,13,€14.5M,,
817,https://en.wikipedia.org/wiki/Vlad_Chiriche%C8%99,205943,V. Chiricheş,28,https://cdn.sofifa.org/players/4/19/205943.png,Romania,https://cdn.sofifa.org/flags/39.png,78,87,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€14M,€41K,1932,Right,2,3,3,Medium/ High,Lean,No,CM,42,29-Aug-16,,2021,6'0,163lbs,62+2,62+2,62+2,68+2,68+2,68+2,68+2,68+2,71+2,71+2,71+2,71+2,75+2,75+2,75+2,71+2,75+2,77+2,77+2,77+2,75+2,74+2,73+2,73+2,73+2,74+2,64,39,59,82,46,76,62,37,76,80,68,70,78,76,69,66,58,84,70,56,82,77,54,78,52,75,73,76,72,11,14,5,11,11,€26.6M,,
1156,https://en.wikipedia.org/wiki/Amadou_Diawara,230613,A. Diawara,20,https://cdn.sofifa.org/players/4/19/230613.png,Guinea,https://cdn.sofifa.org/flags/118.png,77,77,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€7.5M,€47K,2009,Right,2,3,3,High/ Medium,Normal,No,RB,2,8-Aug-18,,2022,5'10,170lbs,69+2,69+2,69+2,73+2,71+2,71+2,71+2,73+2,71+2,71+2,71+2,74+2,71+2,71+2,71+2,74+2,75+2,73+2,73+2,73+2,75+2,74+2,72+2,72+2,72+2,74+2,78,66,63,76,56,78,58,47,69,75,80,87,76,70,70,66,72,77,76,56,77,71,66,66,55,67,72,74,75,12,13,12,9,11,€13.3M,,
1254,https://en.wikipedia.org/wiki/K%C3%A9vin_Malcuit,198949,K. Malcuit,26,https://cdn.sofifa.org/players/4/19/198949.png,France,https://cdn.sofifa.org/flags/18.png,76,81,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€9M,€43K,1953,Right,2,3,3,High/ Medium,Normal,No,CM,30,18-Jul-17,,2021,5'11,161lbs,67+2,67+2,67+2,74+2,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,70+2,70+2,70+2,70+2,70+2,68+2,65+2,65+2,65+2,68+2,75,62,47,82,65,80,64,57,78,78,78,75,63,72,67,70,48,64,68,74,74,58,62,76,60,76,64,68,66,6,15,12,13,12,€17.1M,,
1763,https://en.wikipedia.org/wiki/Alex_Meret,225116,A. Meret,21,https://cdn.sofifa.org/players/4/19/225116.png,Italy,https://cdn.sofifa.org/flags/27.png,75,76,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€8M,€47K,1820,Right,2,3,4,Medium/ Medium,Normal,No,LW,34,1-Jul-18,,2022,5'6,157lbs,67+2,67+2,67+2,75+2,74+2,74+2,74+2,75+2,76+2,76+2,76+2,75+2,71+2,71+2,71+2,75+2,59+2,57+2,57+2,57+2,59+2,55+2,46+2,46+2,46+2,55+2,56,58,44,77,62,88,78,59,57,84,84,75,84,77,92,55,37,79,50,56,55,42,74,76,58,69,30,43,25,15,11,9,15,15,€14.2M,51.165691,10.451526
1859,https://en.wikipedia.org/wiki/Amin_Younes,205966,A. Younes,24,https://cdn.sofifa.org/players/4/19/205966.png,Germany,https://cdn.sofifa.org/flags/21.png,75,82,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€6M,€35K,1847,Left,1,4,3,Medium/ Medium,Lean,No,RW,11,4-Jul-17,,2022,5'8,143lbs,67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,61+2,58+2,58+2,58+2,61+2,58+2,51+2,51+2,51+2,58+2,65,68,51,72,64,79,68,62,65,75,86,77,88,64,80,68,58,68,48,65,64,47,68,67,60,65,28,54,47,8,6,8,7,12,€11.4M,,
2769,https://en.wikipedia.org/wiki/Adam_Ounas,231242,A. Ounas,21,https://cdn.sofifa.org/players/4/19/231242.png,Algeria,https://cdn.sofifa.org/flags/97.png,73,80,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€2.5M,€19K,1724,Left,1,3,2,Medium/ Medium,Lean,No,CB,13,23-Aug-13,,2023,6'3,165lbs,59+2,59+2,59+2,57+2,57+2,57+2,57+2,57+2,56+2,56+2,56+2,57+2,59+2,59+2,59+2,57+2,65+2,65+2,65+2,65+2,65+2,66+2,68+2,68+2,68+2,66+2,65,50,70,65,45,52,47,42,54,63,54,54,56,66,61,72,70,68,70,68,64,68,52,43,44,62,70,72,72,12,6,12,11,6,€4.8M,41.87194,12.56738
40,https://en.wikipedia.org/wiki/Samir_Handanovi%C4%87,162835,S. Handanovič,33,https://cdn.sofifa.org/players/4/19/162835.png,Slovenia,https://cdn.sofifa.org/flags/44.png,88,90,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€64.5M,€130K,1940,Right,3,4,3,Medium/ Low,Normal,Yes,ST,9,9-Jul-13,,2021,5'11,165lbs,84+3,84+3,84+3,76+3,81+3,81+3,81+3,76+3,76+3,76+3,76+3,74+3,68+3,68+3,68+3,74+3,54+3,53+3,53+3,53+3,54+3,52+3,51+3,51+3,51+3,52+3,46,91,91,73,85,77,58,45,54,81,77,78,76,88,76,84,94,72,76,70,56,22,92,64,82,85,45,24,20,13,9,5,7,9,€114.5M,-38.416096,-63.616673
43,https://en.wikipedia.org/wiki/Mauro_Icardi,201399,M. Icardi,25,https://cdn.sofifa.org/players/4/19/201399.png,Argentina,https://cdn.sofifa.org/flags/52.png,87,92,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€46.5M,€82K,1800,Right,1,4,2,Medium/ High,Normal,No,LCB,37,7-Jul-17,,2022,6'2,176lbs,57+2,57+2,57+2,56+2,57+2,57+2,57+2,56+2,58+2,58+2,58+2,60+2,65+2,65+2,65+2,60+2,73+2,78+2,78+2,78+2,73+2,76+2,83+2,83+2,83+2,76+2,40,42,80,70,40,59,34,30,68,67,70,73,48,81,48,50,78,77,83,30,86,86,30,57,56,80,92,88,82,10,13,12,8,12,€88.4M,,
77,https://en.wikipedia.org/wiki/Milan_%C5%A0kriniar,232363,M. Škriniar,23,https://cdn.sofifa.org/players/4/19/232363.png,Slovakia,https://cdn.sofifa.org/flags/43.png,85,85,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€37.5M,€110K,2199,Right,3,5,4,Medium/ Medium,Lean,Yes,LM,44,1-Sep-15,,2022,6'1,176lbs,82+3,82+3,82+3,82+3,82+3,82+3,82+3,82+3,81+3,81+3,81+3,83+3,79+3,79+3,79+3,83+3,75+3,72+3,72+3,72+3,75+3,72+3,68+3,68+3,68+3,72+3,83,79,80,81,81,84,73,75,77,85,84,88,78,81,74,84,84,89,78,79,65,69,85,79,76,80,64,52,54,6,7,10,9,6,€63.8M,,
97,https://en.wikipedia.org/wiki/Ivan_Peri%C5%A1i%C4%87,181458,I. Perišić,29,https://cdn.sofifa.org/players/4/19/181458.png,Croatia,https://cdn.sofifa.org/flags/10.png,85,85,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€35.5M,€105K,2278,Right,3,3,3,High/ High,Stocky,Yes,CAM,14,1-Jul-18,,2022,5'9,170lbs,78+3,78+3,78+3,80+3,81+3,81+3,81+3,80+3,81+3,81+3,81+3,80+3,83+3,83+3,83+3,80+3,83+3,84+3,84+3,84+3,83+3,83+3,81+3,81+3,81+3,83+3,73,75,59,84,75,80,73,68,81,85,78,73,76,87,82,84,76,93,77,86,88,86,86,76,63,84,83,86,90,11,11,14,8,11,€60.4M,,
101,https://en.wikipedia.org/wiki/Radja_Nainggolan,178518,R. Nainggolan,30,https://cdn.sofifa.org/players/4/19/178518.png,Belgium,https://cdn.sofifa.org/flags/7.png,85,85,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€15.5M,€96K,1879,Right,3,3,2,Medium/ High,Lean,Yes,CB,23,1-Jul-17,,2020,6'1,172lbs,62+3,62+3,62+3,61+3,62+3,62+3,62+3,61+3,62+3,62+3,62+3,63+3,67+3,67+3,67+3,63+3,74+3,78+3,78+3,78+3,74+3,76+3,83+3,83+3,83+3,76+3,48,43,80,70,51,67,32,39,69,73,66,69,61,81,57,70,82,65,79,41,83,85,43,58,49,81,90,90,85,12,6,10,13,12,€26.4M,-14.235004,-51.925282
104,"https://en.wikipedia.org/wiki/Miranda_(footballer,_born_1984)",168609,Miranda,33,https://cdn.sofifa.org/players/4/19/168609.png,Brazil,https://cdn.sofifa.org/flags/54.png,85,86,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€31.5M,€88K,1808,Right,3,4,2,Medium/ High,Normal,No,CB,14,1-Jul-18,,2023,6'2,172lbs,57+3,57+3,57+3,58+3,58+3,58+3,58+3,58+3,61+3,61+3,61+3,60+3,67+3,67+3,67+3,60+3,73+3,77+3,77+3,77+3,73+3,76+3,82+3,82+3,82+3,76+3,49,25,80,71,27,63,45,16,71,71,67,69,61,80,59,65,76,66,80,60,78,87,32,59,41,82,88,87,83,8,10,7,14,13,€55.9M,,
127,https://en.wikipedia.org/wiki/Stefan_de_Vrij,198176,S. de Vrij,26,https://cdn.sofifa.org/players/4/19/198176.png,Netherlands,https://cdn.sofifa.org/flags/34.png,84,84,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€22.5M,€57K,1983,Left,2,4,4,High/ Medium,Normal,No,RM,16,,Sassuolo,30-Jun-19,5'7,148lbs,73+2,73+2,73+2,80+2,78+2,78+2,78+2,80+2,79+2,79+2,79+2,79+2,73+2,73+2,73+2,79+2,64+2,60+2,60+2,60+2,64+2,59+2,48+2,48+2,48+2,59+2,79,74,40,78,73,84,77,75,74,83,85,84,90,79,82,78,50,79,45,82,63,38,77,75,70,79,63,29,29,11,12,6,8,11,,41.87194,12.56738
332,https://en.wikipedia.org/wiki/Matteo_Politano,216409,M. Politano,24,https://cdn.sofifa.org/players/4/19/216409.png,Italy,https://cdn.sofifa.org/flags/27.png,81,84,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€18.5M,€64K,2149,Right,2,4,3,Medium/ Medium,Lean,Yes,LDM,77,1-Jul-16,,2022,5'11,150lbs,73+2,73+2,73+2,76+2,76+2,76+2,76+2,76+2,78+2,78+2,78+2,77+2,80+2,80+2,80+2,77+2,77+2,79+2,79+2,79+2,77+2,76+2,74+2,74+2,74+2,76+2,72,69,62,83,65,81,79,74,83,83,69,70,74,77,74,80,68,84,66,81,79,81,69,80,69,78,75,77,75,8,8,15,11,8,€32.8M,,
333,https://en.wikipedia.org/wiki/Marcelo_Brozovi%C4%87,216352,M. Brozović,25,https://cdn.sofifa.org/players/4/19/216352.png,Croatia,https://cdn.sofifa.org/flags/10.png,81,84,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€22.5M,€71K,2055,Right,3,4,4,Medium/ Medium,Normal,Yes,CAM,10,28-Aug-16,,2021,5'10,161lbs,72+3,72+3,72+3,77+3,76+3,76+3,76+3,77+3,78+3,78+3,78+3,77+3,78+3,78+3,78+3,77+3,73+3,73+3,73+3,73+3,73+3,70+3,66+3,66+3,66+3,70+3,77,64,55,83,69,83,74,67,78,83,73,69,81,73,77,76,64,79,68,72,60,72,77,81,66,82,57,70,62,6,15,8,8,8,€39.9M,39.399872,-8.224454
337,"https://en.wikipedia.org/wiki/Jo%C3%A3o_M%C3%A1rio_(footballer,_born_January_1993)",212814,João Mário,25,https://cdn.sofifa.org/players/4/19/212814.png,Portugal,https://cdn.sofifa.org/flags/38.png,81,84,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€18M,€57K,2069,Right,2,3,3,High/ Medium,Lean,No,RB,2,,Atlético Madrid,30-Jun-19,5'11,168lbs,67+2,67+2,67+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,79+2,77+2,77+2,77+2,79+2,79+2,77+2,77+2,77+2,79+2,82,44,73,77,53,74,70,57,70,79,82,79,67,77,72,75,85,90,73,58,75,79,65,68,52,67,77,81,77,15,11,10,10,12,,,
354,https://en.wikipedia.org/wiki/%C5%A0ime_Vrsaljko,203890,S. Vrsaljko,26,https://cdn.sofifa.org/players/4/19/203890.png,Croatia,https://cdn.sofifa.org/flags/10.png,81,81,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€15.5M,€74K,2084,Right,3,4,4,Medium/ Medium,Normal,No,RM,87,3-Aug-16,,2021,5'11,154lbs,76+3,76+3,76+3,79+3,78+3,78+3,78+3,79+3,78+3,78+3,78+3,79+3,77+3,77+3,77+3,79+3,73+3,71+3,71+3,71+3,73+3,70+3,64+3,64+3,64+3,70+3,83,73,55,78,75,82,74,71,73,83,77,78,74,78,76,87,35,86,69,82,66,67,79,77,83,73,61,63,53,10,4,14,4,14,€26.4M,41.87194,12.56738
393,https://en.wikipedia.org/wiki/Antonio_Candreva,173221,A. Candreva,31,https://cdn.sofifa.org/players/4/19/173221.png,Italy,https://cdn.sofifa.org/flags/27.png,81,81,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€11M,€74K,2039,Right,3,4,4,Medium/ Medium,Normal,No,CAM,20,10-Jul-17,,2020,5'9,161lbs,71+3,71+3,71+3,76+3,76+3,76+3,76+3,76+3,80+3,80+3,80+3,77+3,81+3,81+3,81+3,77+3,72+3,74+3,74+3,74+3,72+3,69+3,66+3,66+3,66+3,69+3,78,67,60,89,70,85,78,76,85,88,55,52,74,81,80,72,67,69,66,70,52,70,70,86,72,83,65,66,62,5,4,10,8,7,€18.7M,,
402,https://en.wikipedia.org/wiki/Borja_Valero,161956,Borja Valero,33,https://cdn.sofifa.org/players/4/19/161956.png,Spain,https://cdn.sofifa.org/flags/45.png,81,81,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€14.5M,€63K,2052,Right,2,3,4,High/ High,Lean,No,LM,15,2-Aug-17,,2022,6'2,179lbs,74+2,74+2,74+2,76+2,77+2,77+2,77+2,76+2,78+2,78+2,78+2,78+2,80+2,80+2,80+2,78+2,77+2,78+2,78+2,78+2,77+2,76+2,76+2,76+2,76+2,76+2,71,61,75,83,62,84,64,58,79,84,74,69,66,83,56,78,67,81,75,77,72,76,74,81,56,81,76,77,73,4,4,4,4,4,€25.7M,,
433,https://en.wikipedia.org/wiki/Mat%C3%ADas_Vecino,219985,M. Vecino,26,https://cdn.sofifa.org/players/4/19/219985.png,Uruguay,https://cdn.sofifa.org/flags/60.png,80,85,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€20M,€65K,1921,Right,2,4,4,High/ Low,Normal,Yes,RM,11,,AS Monaco,30-Jun-19,5'11,176lbs,77+2,77+2,77+2,80+2,79+2,79+2,79+2,80+2,78+2,78+2,78+2,79+2,70+2,70+2,70+2,79+2,59+2,54+2,54+2,54+2,59+2,55+2,46+2,46+2,46+2,55+2,75,78,58,76,68,83,70,52,64,85,92,92,82,76,78,78,67,73,76,74,54,31,77,72,60,79,17,29,28,12,8,13,8,15,,,
437,https://en.wikipedia.org/wiki/Keita_Bald%C3%A9,215785,K. Baldé,23,https://cdn.sofifa.org/players/4/19/215785.png,Senegal,https://cdn.sofifa.org/flags/136.png,80,86,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€18M,€54K,1892,Right,1,4,4,High/ Medium,Normal,No,ST,18,5-Jul-18,,2023,5'9,174lbs,78+2,78+2,78+2,74+2,76+2,76+2,76+2,74+2,73+2,73+2,73+2,72+2,65+2,65+2,65+2,72+2,55+2,53+2,53+2,53+2,55+2,53+2,52+2,52+2,52+2,53+2,56,82,79,62,68,78,71,33,50,79,82,83,79,75,70,79,81,75,86,68,74,31,79,72,59,77,46,22,25,11,8,8,8,13,€34.2M,-38.416096,-63.616673
561,https://en.wikipedia.org/wiki/Lautaro_Mart%C3%Adnez,231478,L. Martínez,20,https://cdn.sofifa.org/players/4/19/231478.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€9.5M,€62K,2168,Left,2,3,4,High/ High,Stocky,No,LB,18,2-Jul-18,,2021,5'8,165lbs,73+2,73+2,73+2,76+2,76+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,78+2,78+2,78+2,77+2,78+2,78+2,78+2,78+2,78+2,78+2,77+2,77+2,77+2,78+2,78,55,68,81,76,82,72,68,79,81,77,77,85,78,83,84,78,76,75,78,82,78,78,76,64,76,80,78,80,5,4,3,4,5,€16.2M,,
